Name,Persian Name,Address,Phone Number,Is Open,Price_Class,Rate
diba_mirdamad,دیبا (هتل کوروش),خیابان میرداماد،خیابان حصاری،نبش کوچه سوم،هتل کوروش,02122903993,8-24,2,null
dobarbakery2,دوبار (پارک پرنس),ميدان ونک،‌ خیابان ملاصدرا،‌ خروجی خیابان ملاصدرا به سمت بزرگراه كردستان,02188611766,8-22,2,null
dobarbakery,دوبار(برج آفتاب),ولیعصر، خیابان خدامی، خیابان آفتاب، کوچه ماهتاب، حیاط تجاری برج آفتاب,02188032720,8-22,2,null
alsocafe,آلسو,خیابان حافظ،روبروی مدرسه البرز،نبش بن بست حیات,02188895505,8-23,2,null
havaliedelbar,حوالی دلبر,خیابان ولیعصر، کوچه کیارستمی، بن بست دلبر، پلاک ۹,02122712270,12-24,2,2.4
serbon,سربن,پاسداران، نبش گلستان دوم، (فلاح زاده),02122560556,6:30-24,2,null
hasht_behesht,هشت بهشت,ستارخان، فلکه اول صادقیه، پاساژ پردیس، طبقه دوم,02144201855,11-24,2,null
bal_iranmal,بال (ایران مال),ایران مال،طبقه اول,91070873,8:30-23,2,6.3
bal_jordan,بال (جردن),جردن، نبش اسفندیار، ساختمان اکسین، طبقه دوم، فروشگاه جین وست,91070635,8-23:30,2,null
pets,پت,شهرك غرب،بلواردادمان،محوطه باز بيمارستان دامپزشكي پايتخت,02188578403,10-21,2,null
matsu_lounge,ماتسو لانژ,الهیه، مریم شرقی، پلاک ۶۷,02122054643,8-24,2,2.4
lamoure_org,لامور,"شهرك غرب ، روبروى اريكه ايرانيان
خيابان حافظى پلاك ٥٠",02126359045,10:30-24,2,null
baran_mansion,عمارت باران,اندرزگو،خیابان سلیمانی غربی،پلاک ۱۱۹,null,9-23,2,null
roomeroonrestaurant,رومرون,جردن، بلوار آرش غربی(کنار گذر)٫ پلاک۲۴,02188887001,12-24,2,null
pastofood,پستو (سعادت آباد),سعادت آباد،میدان کاج،ابتدای سرو شرقی،مجتمع تجاری مارکیز طبقه R,02140227221,9-22:30,2,8.1
paypar_complex,پایپار,غرب به شرق شیخ فضل الله نوری،بعد از ستاری،خروجی شهرک آپادانا،شمال شرقی میدان برادران محمدی,02144675059,10-24,2,null
houseofcard,برد گیم عمارت فردوس,باغ فردوس، خیابان عارفی نسب،کوچه دلبر پلاک ۴,null,4-23:30,2,null
rischee29,گالری ریشه29,خیابان الهیه، خیابان آقا‌بزرگی، پلاک۳۱,09912900031,8-22:30,2,null
rosettcafe,رزت,سعادت آباد ، علامه شمالی ، هجدهم غربی ، پلاک ۵۵,02122062233,9:30-23,2,null
chaikenar,چای کنار,فاطمی، خیابانِ کاج، نبشِ کوچه‌ شش,02188011081,8-23,2,2.4
garnet,گارنت,اندرزگو، حدفاصل کاوه و قيطريه، نبش خيابان مهر محمدی جنوبی، برج ديانا، طبقات١٠و١١,02149927,12-24,2,null
cafe_baran1,باران,خیابان نیاوران، خیابان مقدسی( مژده)،خیابان لاریجانی،نبش ظهیرالدوله,02122694453,10-24,2,null
central_caferestaurant,سنترال,سهروردي جنوبي.خيابان برادران نوبخت . جنب اتو آرمه .پلاك ١٧,02188317114,8:30-23,2,null
cafe_lyar,لیار,نیاوران، جماران، خیابان امیدوار، کوچه هفتم، پلاک 5,null,10-19,2,null
cafe_ceramic,سرامیک موزه,"شمال کاخ نیاوران، اول کاشانک، انتهای خیابان جهانشاهی، خیابان احمد جبلی، پلاک ۲۳
‌",02122809095,10-19,2,null
